Path_for_mp4_video,Path_for_wav_file,csv_file_name,csv_file_name_path_fullvideo,csv_file_name_path_perframe,label
C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Finalised\User_1\run_4\video.mp4,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/wavfiles/Audio_BagOfLies_User_1_run_4_video.wav,Audio_BagOfLies_User_1_run_4_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_full_video/Audio_BagOfLies_User_1_run_4_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_frame_wise/Audio_BagOfLies_User_1_run_4_video.csv,Deceptive
C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Finalised\User_1\run_5\video.mp4,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/wavfiles/Audio_BagOfLies_User_1_run_5_video.wav,Audio_BagOfLies_User_1_run_5_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_full_video/Audio_BagOfLies_User_1_run_5_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_frame_wise/Audio_BagOfLies_User_1_run_5_video.csv,Truthful
C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Finalised\User_10\run_0\video.mp4,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/wavfiles/Audio_BagOfLies_User_10_run_0_video.wav,Audio_BagOfLies_User_10_run_0_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_full_video/Audio_BagOfLies_User_10_run_0_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_frame_wise/Audio_BagOfLies_User_10_run_0_video.csv,Truthful
C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Finalised\User_10\run_1\video.mp4,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/wavfiles/Audio_BagOfLies_User_10_run_1_video.wav,Audio_BagOfLies_User_10_run_1_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_full_video/Audio_BagOfLies_User_10_run_1_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_frame_wise/Audio_BagOfLies_User_10_run_1_video.csv,Truthful
C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Finalised\User_10\run_2\video.mp4,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/wavfiles/Audio_BagOfLies_User_10_run_2_video.wav,Audio_BagOfLies_User_10_run_2_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_full_video/Audio_BagOfLies_User_10_run_2_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_frame_wise/Audio_BagOfLies_User_10_run_2_video.csv,Truthful
C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Finalised\User_10\run_3\video.mp4,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/wavfiles/Audio_BagOfLies_User_10_run_3_video.wav,Audio_BagOfLies_User_10_run_3_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_full_video/Audio_BagOfLies_User_10_run_3_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_frame_wise/Audio_BagOfLies_User_10_run_3_video.csv,Truthful
C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Finalised\User_10\run_4\video.mp4,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/wavfiles/Audio_BagOfLies_User_10_run_4_video.wav,Audio_BagOfLies_User_10_run_4_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_full_video/Audio_BagOfLies_User_10_run_4_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_frame_wise/Audio_BagOfLies_User_10_run_4_video.csv,Deceptive
C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Finalised\User_10\run_5\video.mp4,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/wavfiles/Audio_BagOfLies_User_10_run_5_video.wav,Audio_BagOfLies_User_10_run_5_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_full_video/Audio_BagOfLies_User_10_run_5_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_frame_wise/Audio_BagOfLies_User_10_run_5_video.csv,Deceptive
C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Finalised\User_10\run_6\video.mp4,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/wavfiles/Audio_BagOfLies_User_10_run_6_video.wav,Audio_BagOfLies_User_10_run_6_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_full_video/Audio_BagOfLies_User_10_run_6_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_frame_wise/Audio_BagOfLies_User_10_run_6_video.csv,Truthful
C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Finalised\User_10\run_7\video.mp4,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/wavfiles/Audio_BagOfLies_User_10_run_7_video.wav,Audio_BagOfLies_User_10_run_7_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_full_video/Audio_BagOfLies_User_10_run_7_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_frame_wise/Audio_BagOfLies_User_10_run_7_video.csv,Deceptive
C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Finalised\User_10\run_8\video.mp4,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/wavfiles/Audio_BagOfLies_User_10_run_8_video.wav,Audio_BagOfLies_User_10_run_8_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_full_video/Audio_BagOfLies_User_10_run_8_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_frame_wise/Audio_BagOfLies_User_10_run_8_video.csv,Deceptive
C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Finalised\User_11\run_0\video.mp4,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/wavfiles/Audio_BagOfLies_User_11_run_0_video.wav,Audio_BagOfLies_User_11_run_0_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_full_video/Audio_BagOfLies_User_11_run_0_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_frame_wise/Audio_BagOfLies_User_11_run_0_video.csv,Deceptive
C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Finalised\User_11\run_1\video.mp4,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/wavfiles/Audio_BagOfLies_User_11_run_1_video.wav,Audio_BagOfLies_User_11_run_1_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_full_video/Audio_BagOfLies_User_11_run_1_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_frame_wise/Audio_BagOfLies_User_11_run_1_video.csv,Deceptive
C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Finalised\User_11\run_2\video.mp4,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/wavfiles/Audio_BagOfLies_User_11_run_2_video.wav,Audio_BagOfLies_User_11_run_2_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_full_video/Audio_BagOfLies_User_11_run_2_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_frame_wise/Audio_BagOfLies_User_11_run_2_video.csv,Deceptive
C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Finalised\User_11\run_3\video.mp4,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/wavfiles/Audio_BagOfLies_User_11_run_3_video.wav,Audio_BagOfLies_User_11_run_3_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_full_video/Audio_BagOfLies_User_11_run_3_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_frame_wise/Audio_BagOfLies_User_11_run_3_video.csv,Deceptive
C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Finalised\User_11\run_4\video.mp4,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/wavfiles/Audio_BagOfLies_User_11_run_4_video.wav,Audio_BagOfLies_User_11_run_4_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_full_video/Audio_BagOfLies_User_11_run_4_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_frame_wise/Audio_BagOfLies_User_11_run_4_video.csv,Deceptive
C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Finalised\User_11\run_5\video.mp4,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/wavfiles/Audio_BagOfLies_User_11_run_5_video.wav,Audio_BagOfLies_User_11_run_5_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_full_video/Audio_BagOfLies_User_11_run_5_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_frame_wise/Audio_BagOfLies_User_11_run_5_video.csv,Truthful
C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Finalised\User_11\run_6\video.mp4,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/wavfiles/Audio_BagOfLies_User_11_run_6_video.wav,Audio_BagOfLies_User_11_run_6_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_full_video/Audio_BagOfLies_User_11_run_6_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_frame_wise/Audio_BagOfLies_User_11_run_6_video.csv,Truthful
C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Finalised\User_11\run_7\video.mp4,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/wavfiles/Audio_BagOfLies_User_11_run_7_video.wav,Audio_BagOfLies_User_11_run_7_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_full_video/Audio_BagOfLies_User_11_run_7_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_frame_wise/Audio_BagOfLies_User_11_run_7_video.csv,Truthful
C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Finalised\User_11\run_8\video.mp4,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/wavfiles/Audio_BagOfLies_User_11_run_8_video.wav,Audio_BagOfLies_User_11_run_8_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_full_video/Audio_BagOfLies_User_11_run_8_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_frame_wise/Audio_BagOfLies_User_11_run_8_video.csv,Truthful
C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Finalised\User_11\run_9\video.mp4,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/wavfiles/Audio_BagOfLies_User_11_run_9_video.wav,Audio_BagOfLies_User_11_run_9_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_full_video/Audio_BagOfLies_User_11_run_9_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_frame_wise/Audio_BagOfLies_User_11_run_9_video.csv,Truthful
C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Finalised\User_12\run_0\video.mp4,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/wavfiles/Audio_BagOfLies_User_12_run_0_video.wav,Audio_BagOfLies_User_12_run_0_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_full_video/Audio_BagOfLies_User_12_run_0_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_frame_wise/Audio_BagOfLies_User_12_run_0_video.csv,Truthful
C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Finalised\User_12\run_1\video.mp4,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/wavfiles/Audio_BagOfLies_User_12_run_1_video.wav,Audio_BagOfLies_User_12_run_1_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_full_video/Audio_BagOfLies_User_12_run_1_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_frame_wise/Audio_BagOfLies_User_12_run_1_video.csv,Deceptive
C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Finalised\User_12\run_2\video.mp4,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/wavfiles/Audio_BagOfLies_User_12_run_2_video.wav,Audio_BagOfLies_User_12_run_2_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_full_video/Audio_BagOfLies_User_12_run_2_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_frame_wise/Audio_BagOfLies_User_12_run_2_video.csv,Truthful
C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Finalised\User_12\run_3\video.mp4,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/wavfiles/Audio_BagOfLies_User_12_run_3_video.wav,Audio_BagOfLies_User_12_run_3_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_full_video/Audio_BagOfLies_User_12_run_3_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_frame_wise/Audio_BagOfLies_User_12_run_3_video.csv,Truthful
C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Finalised\User_12\run_4\video.mp4,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/wavfiles/Audio_BagOfLies_User_12_run_4_video.wav,Audio_BagOfLies_User_12_run_4_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_full_video/Audio_BagOfLies_User_12_run_4_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_frame_wise/Audio_BagOfLies_User_12_run_4_video.csv,Deceptive
C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Finalised\User_12\run_5\video.mp4,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/wavfiles/Audio_BagOfLies_User_12_run_5_video.wav,Audio_BagOfLies_User_12_run_5_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_full_video/Audio_BagOfLies_User_12_run_5_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_frame_wise/Audio_BagOfLies_User_12_run_5_video.csv,Truthful
C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Finalised\User_12\run_6\video.mp4,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/wavfiles/Audio_BagOfLies_User_12_run_6_video.wav,Audio_BagOfLies_User_12_run_6_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_full_video/Audio_BagOfLies_User_12_run_6_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_frame_wise/Audio_BagOfLies_User_12_run_6_video.csv,Deceptive
C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Finalised\User_12\run_7\video.mp4,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/wavfiles/Audio_BagOfLies_User_12_run_7_video.wav,Audio_BagOfLies_User_12_run_7_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_full_video/Audio_BagOfLies_User_12_run_7_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_frame_wise/Audio_BagOfLies_User_12_run_7_video.csv,Deceptive
C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Finalised\User_12\run_8\video.mp4,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/wavfiles/Audio_BagOfLies_User_12_run_8_video.wav,Audio_BagOfLies_User_12_run_8_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_full_video/Audio_BagOfLies_User_12_run_8_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_frame_wise/Audio_BagOfLies_User_12_run_8_video.csv,Deceptive
C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Finalised\User_12\run_9\video.mp4,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/wavfiles/Audio_BagOfLies_User_12_run_9_video.wav,Audio_BagOfLies_User_12_run_9_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_full_video/Audio_BagOfLies_User_12_run_9_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_frame_wise/Audio_BagOfLies_User_12_run_9_video.csv,Truthful
C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Finalised\User_13\run_0\video.mp4,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/wavfiles/Audio_BagOfLies_User_13_run_0_video.wav,Audio_BagOfLies_User_13_run_0_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_full_video/Audio_BagOfLies_User_13_run_0_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_frame_wise/Audio_BagOfLies_User_13_run_0_video.csv,Truthful
C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Finalised\User_13\run_1\video.mp4,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/wavfiles/Audio_BagOfLies_User_13_run_1_video.wav,Audio_BagOfLies_User_13_run_1_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_full_video/Audio_BagOfLies_User_13_run_1_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_frame_wise/Audio_BagOfLies_User_13_run_1_video.csv,Truthful
C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Finalised\User_13\run_2\video.mp4,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/wavfiles/Audio_BagOfLies_User_13_run_2_video.wav,Audio_BagOfLies_User_13_run_2_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_full_video/Audio_BagOfLies_User_13_run_2_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_frame_wise/Audio_BagOfLies_User_13_run_2_video.csv,Truthful
C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Finalised\User_13\run_3\video.mp4,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/wavfiles/Audio_BagOfLies_User_13_run_3_video.wav,Audio_BagOfLies_User_13_run_3_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_full_video/Audio_BagOfLies_User_13_run_3_video.csv,C:/Users/Tilak Chan/OneDrive/Desktop/Tilak/BagOfLies/Audio_features/arff_files_frame_wise/Audio_BagOfLies_User_13_run_3_video.csv,Deceptive
